Time,,,Dough Cooler2 Temp,,Dough Cooler1 Temp,,Perishable Cooler Temp
19-06-2026 00:03,,,NOP,,3.90625,,3.887444
19-06-2026 00:08,,,NOP,,3.790508,,4.021992
19-06-2026 00:13,,,NOP,,3.790508,,4.134113
19-06-2026 00:18,,,NOP,,3.790508,,4.223812
19-06-2026 00:23,,,NOP,,3.559029,,4.291088
19-06-2026 00:28,,,NOP,,3.877312,,4.403214
19-06-2026 00:33,,,NOP,,3.67477,,4.470486
19-06-2026 00:38,,,NOP,,4.108799,,4.470486
19-06-2026 00:43,,,NOP,,3.790508,,4.560184
19-06-2026 00:48,,,NOP,,3.559029,,4.560184
19-06-2026 00:53,,,NOP,,3.67477,,4.560184
19-06-2026 00:58,,,NOP,,4.021992,,4.62746
19-06-2026 01:03,,,NOP,,4.224541,,4.717159
19-06-2026 01:08,,,NOP,,4.340279,,4.717159
19-06-2026 01:13,,,NOP,,4.45602,,4.717159
19-06-2026 01:18,,,NOP,,3.993057,,4.717159
19-06-2026 01:23,,,NOP,,3.90625,,4.717159
19-06-2026 01:28,,,NOP,,3.67477,,4.806858
19-06-2026 01:33,,,NOP,,3.67477,,4.896557
19-06-2026 01:38,,,NOP,,3.559029,,4.87413
19-06-2026 01:43,,,NOP,,3.443291,,4.87413
19-06-2026 01:48,,,NOP,,3.443291,,4.963833
19-06-2026 01:53,,,NOP,,3.443291,,4.87413
19-06-2026 01:58,,,NOP,,3.443291,,4.784431
19-06-2026 02:03,,,NOP,,3.443291,,4.806858
19-06-2026 02:08,,,NOP,,3.35648,,4.806858
19-06-2026 02:13,,,NOP,,3.327549,,4.784431
19-06-2026 02:18,,,NOP,,3.67477,,4.784431
19-06-2026 02:23,,,NOP,,3.790508,,4.896557
19-06-2026 02:28,,,NOP,,3.35648,,4.806858
19-06-2026 02:33,,,NOP,,3.240742,,4.62746
19-06-2026 02:38,,,NOP,,3.240742,,4.62746
19-06-2026 02:43,,,NOP,,3.009258,,4.470486
19-06-2026 02:48,,,NOP,,2.806709,,4.358364
19-06-2026 02:53,,,NOP,,2.459492,,4.470486
19-06-2026 02:58,,,NOP,,2.256943,,4.448063
19-06-2026 03:03,,,NOP,,2.228008,,4.380787
19-06-2026 03:08,,,NOP,,2.025459,,4.470486
19-06-2026 03:13,,,NOP,,2.228008,,4.448063
19-06-2026 03:18,,,NOP,,2.57523,,4.537762
19-06-2026 03:23,,,NOP,,2.459492,,4.560184
19-06-2026 03:28,,,NOP,,2.459492,,4.62746
19-06-2026 03:33,,,NOP,,2.459492,,4.605034
19-06-2026 03:38,,,NOP,,2.690971,,4.717159
19-06-2026 03:43,,,NOP,,2.57523,,4.806858
19-06-2026 03:48,,,NOP,,2.57523,,4.806858
19-06-2026 03:53,,,NOP,,2.690971,,4.87413
19-06-2026 03:58,,,NOP,,2.89352,,4.896557
19-06-2026 04:03,,,NOP,,3.125,,4.87413
19-06-2026 04:08,,,NOP,,3.125,,4.87413
19-06-2026 04:13,,,NOP,,2.922451,,4.896557
19-06-2026 04:18,,,NOP,,3.327549,,4.963833
19-06-2026 04:23,,,NOP,,3.125,,4.963833
19-06-2026 04:28,,,NOP,,3.009258,,4.963833
19-06-2026 04:33,,,NOP,,3.009258,,4.963833
19-06-2026 04:38,,,NOP,,3.211807,,4.963833
19-06-2026 04:43,,,NOP,,3.443291,,5.053532
19-06-2026 04:48,,,NOP,,3.009258,,5.053532
19-06-2026 04:53,,,NOP,,3.009258,,5.053532
19-06-2026 04:58,,,NOP,,3.559029,,5.053532
19-06-2026 05:03,,,NOP,,3.559029,,5.14323
19-06-2026 05:08,,,NOP,,3.559029,,5.14323
19-06-2026 05:13,,,NOP,,3.790508,,5.120804
19-06-2026 05:18,,,NOP,,3.67477,,5.300201
19-06-2026 05:23,,,NOP,,3.790508,,5.3899
19-06-2026 05:28,,,NOP,,3.790508,,5.3899
19-06-2026 05:33,,,NOP,,3.559029,,5.457176
19-06-2026 05:38,,,NOP,,3.443291,,5.546875
19-06-2026 05:43,,,NOP,,3.35648,,5.457176
19-06-2026 05:48,,,NOP,,3.327549,,5.367477
19-06-2026 05:53,,,NOP,,3.327549,,5.300201
19-06-2026 05:58,,,NOP,,3.125,,5.14323
19-06-2026 06:03,,,1.388889,,3.125,,4.963833
19-06-2026 06:08,,,1.388889,,2.806709,,4.896557
19-06-2026 06:13,,,2.473961,,2.806709,,4.717159
19-06-2026 06:18,,,2.674477,,2.690971,,4.62746
19-06-2026 06:23,,,2.473961,,2.459492,,4.560184
19-06-2026 06:28,,,2.645836,,2.662041,,4.62746
19-06-2026 06:33,,,2.674477,,3.038193,,4.717159
19-06-2026 06:38,,,2.932293,,3.009258,,3.487705
19-06-2026 06:43,,,3.104168,,2.806709,,3.646698
19-06-2026 06:48,,,3.247398,,2.690971,,3.73756
19-06-2026 06:53,,,3.333332,,2.690971,,3.828415
19-06-2026 06:58,,,3.476563,,2.459492,,3.896557
19-06-2026 07:03,,,3.390625,,2.777779,,3.896557
