Time,Freezer1 Temp,Freezer2 Temp,Dough Cooler1 Temp,Dough Cooler1RH Temp,Dough Cooler2 Temp,Dough Cooler2RH Temp,Perishable Cooler Temp,Perishable CoolerRH Temp,Blast Room1 Temp,Blast Room2 Temp,Pack Room Temp,ThinCrust Area Temp,Prod Room Temp,Prod RoomRH Temp
22-06-2026 00:03:02,-50,-50,7.285446,-50,3.146698,100,3.611111,100,-44.03935,-50,10.21991,8.376736,23.33333,81.3802
22-06-2026 00:08:02,-50,-50,7.285446,-50,2.943142,100,3.611111,100,-50,-50,10.2419,8.376736,23.23438,81.1198
22-06-2026 00:13:02,-50,-50,7.227867,-50,3.059464,100,3.51852,100,-50,-50,10.19792,8.376736,23.23438,81.58276
22-06-2026 00:18:02,-50,-50,7.256653,-50,3.379341,100,3.587959,100,-50,-50,10.17593,8.376736,23.23438,81.95892
22-06-2026 00:23:02,-50,-50,7.256653,-50,3.175781,100,3.703705,100,-48.90046,-50,10.21991,8.398438,23.23438,82.06019
22-06-2026 00:28:02,-50,-50,7.256653,-50,3.263023,100,3.611111,100,-48.49537,-50,10.21991,8.420139,23.33333,82.07465
22-06-2026 00:33:02,-50,-50,7.285446,-50,3.175781,100,3.703705,100,-43.48958,-50,10.21991,8.398438,23.33333,82.17593
22-06-2026 00:38:02,-50,-50,7.227867,-50,3.292099,100,3.611111,100,-50,-50,10.26389,8.376736,23.30859,82.2338
22-06-2026 00:43:02,-50,-50,7.256653,-50,3.263023,100,3.51852,100,-50,-50,10.10995,8.333336,23.30859,82.2338
22-06-2026 00:48:02,-50,-50,7.199074,-50,3.175781,100,3.541664,100,-38.33912,-50,10.13194,8.289932,23.33333,82.2338
22-06-2026 00:53:02,-50,-50,7.199074,-50,3.175781,100,3.611111,100,-50,-50,10.19792,8.246529,23.33333,82.01678
22-06-2026 00:58:02,-50,-50,7.170284,-50,4.019096,100,3.611111,100,-50,-50,10.19792,8.224827,23.23438,81.79977
22-06-2026 01:03:02,-50,-50,7.170284,-50,4.280819,100,3.611111,100,-50,-50,10.17593,8.203125,23.23438,81.3802
22-06-2026 01:08:02,-50,-50,7.141491,-50,4.484371,100,3.611111,100,-50,-50,10.15394,8.181423,23.13542,81.00405
22-06-2026 01:13:02,-50,-50,7.055122,-50,4.804253,100,3.611111,100,-36.66088,-50,10.21991,8.159725,23.03646,80.57002
22-06-2026 01:18:02,-50,-50,7.083912,-50,4.600693,100,3.611111,100,-50,-50,10.15394,8.159725,23.13542,81.32233
22-06-2026 01:23:02,-50,-50,7.112705,-50,4.368053,100,3.634258,100,-50,-50,10.19792,8.13802,23.13542,81.90105
22-06-2026 01:28:02,-50,-50,7.170284,-50,4.397137,100,3.634258,100,-50,-50,10.19792,8.116322,23.13542,82.11806
22-06-2026 01:33:02,-50,-50,7.112705,-50,4.600693,100,3.703705,100,-38.51273,-50,10.2419,8.116322,23.13542,82.06019
22-06-2026 01:38:02,-50,-50,7.112705,-50,4.164497,100,3.634258,100,-37.93403,-50,10.15394,8.116322,23.13542,81.7419
22-06-2026 01:43:02,-50,-50,7.112705,-50,4.04818,100,3.587959,100,-50,-50,10.10995,8.116322,23.23438,82.01678
22-06-2026 01:48:02,-50,-50,7.141491,-50,3.931854,100,3.587959,100,-50,-50,10.17593,8.116322,23.23438,82.01678
22-06-2026 01:53:02,-50,-50,7.170284,-50,3.728298,100,3.51852,100,-48.17708,-50,10.08796,8.116322,23.23438,82.01678
22-06-2026 01:58:02,-50,-50,7.199074,-50,4.04818,100,3.51852,100,-50,-50,10.06598,8.116322,23.23438,82.07465
22-06-2026 02:03:02,-50,-50,7.199074,-50,4.04818,100,3.425926,100,-42.01389,-50,10.04398,8.116322,23.23438,82.39294
22-06-2026 02:08:02,-50,-50,7.227867,-50,3.931854,100,3.449074,100,-50,-50,10,8.094616,23.23438,82.2772
22-06-2026 02:13:02,-50,-50,7.227867,-50,3.815536,100,3.35648,100,-50,-50,10,8.072918,23.25912,82.21933
22-06-2026 02:18:02,-50,-50,7.199074,-50,3.379341,100,3.263889,100,-42.91088,-50,9.824074,8.051216,23.23438,82.01678
22-06-2026 02:23:02,-50,-50,7.256653,-50,3.059464,100,3.009258,100,-50,-50,9.648148,8.029514,23.13542,81.75636
22-06-2026 02:28:02,-50,-50,7.227867,-50,2.506943,100,2.916664,100,-50,-50,9.516205,8.029514,23.13542,81.10532
22-06-2026 02:33:02,-50,-50,7.256653,-50,2.506943,100,2.847221,100,-50,-50,9.494213,8.029514,23.13542,81.3802
22-06-2026 02:38:02,-50,-50,7.285446,-50,2.390625,100,2.754631,100,-50,-50,9.428242,8.029514,23.13542,81.95892
22-06-2026 02:43:02,-50,-50,7.343029,-50,2.390625,100,2.754631,100,-50,-50,9.340275,8.007813,23.13542,82.07465
22-06-2026 02:48:02,-50,-50,7.429398,-50,2.477867,100,2.685184,100,-50,-50,9.36227,7.986111,23.13542,82.2338
22-06-2026 02:53:02,-50,-50,7.486977,-50,2.390625,100,2.73148,100,-50,-50,9.40625,7.964409,23.23438,82.17593
22-06-2026 02:58:02,-50,-50,7.486977,-50,2.274307,100,2.685184,100,-50,-50,9.340275,7.921009,23.23438,82.21933
22-06-2026 03:03:02,-50,-50,7.544559,-50,2.157986,100,2.754631,100,-33.3912,-50,9.428242,7.899303,23.23438,82.33507
22-06-2026 03:08:02,-50,-50,7.51577,-50,2.157986,100,2.939816,100,-50,-50,9.538193,7.877605,23.23438,82.33507
22-06-2026 03:13:02,-50,-50,7.343029,-50,2.157986,100,2.916664,100,-50,-50,9.538193,7.834202,23.23438,82.06019
22-06-2026 03:18:02,-50,-50,7.227867,-50,2.274307,100,2.916664,100,-50,-50,9.582176,7.8125,23.13542,82.07465
22-06-2026 03:23:02,-50,-50,7.112705,-50,1.954426,100,2.916664,100,-50,-50,9.604168,7.790798,23.13542,82.01678
22-06-2026 03:28:02,-50,-50,7.026329,-50,2.041668,100,2.916664,100,-50,-50,9.582176,7.769096,23.13542,82.13252
22-06-2026 03:33:02,-50,-50,7.026329,-50,2.157986,100,2.939816,100,-50,-50,9.560188,7.747398,23.13542,82.17593
22-06-2026 03:38:02,-50,-50,7.083912,-50,2.041668,100,2.916664,100,-50,-50,9.538193,7.747398,23.13542,82.01678
22-06-2026 03:43:02,-50,-50,7.170284,-50,2.157986,100,3.009258,100,-35.21412,-50,9.560188,7.747398,23.13542,81.90105
22-06-2026 03:48:02,-50,-50,7.199074,-50,3.146698,100,3.009258,100,-34.83796,-50,9.560188,7.725693,23.13542,82.11806
22-06-2026 03:53:02,-50,-50,7.285446,-50,2.943142,100,2.916664,100,-50,-50,9.560188,7.725693,23.13542,82.07465
22-06-2026 03:58:02,-50,-50,7.371815,-50,2.943142,100,2.847221,100,-34.54861,-50,9.494213,7.703995,23.13542,82.21933
22-06-2026 04:03:02,-50,-50,7.371815,-50,3.146698,100,2.847221,100,-50,-50,9.494213,7.682289,23.13542,82.16145
