Time,,,Dough Cooler2 Temp,,Dough Cooler1Temp,,Perishable Cooler Temp
12-06-2026 03:53,,,NOP,,2.806709,,5.421009
12-06-2026 03:58,,,NOP,,2.777779,,5.421009
12-06-2026 04:03,,,NOP,,3.009258,,5.421009
12-06-2026 04:08,,,NOP,,3.211807,,5.421009
12-06-2026 04:13,,,NOP,,3.327549,,5.354164
12-06-2026 04:18,,,NOP,,3.472221,,5.443287
12-06-2026 04:23,,,NOP,,3.327549,,5.331886
12-06-2026 04:28,,,NOP,,3.443291,,5.421009
12-06-2026 04:33,,,NOP,,3.443291,,5.421009
12-06-2026 04:38,,,NOP,,3.35648,,5.354164
12-06-2026 04:43,,,NOP,,3.35648,,5.510128
12-06-2026 04:48,,,NOP,,3.559029,,5.443287
12-06-2026 04:53,,,NOP,,3.443291,,5.421009
12-06-2026 04:58,,,NOP,,3.35648,,5.421009
12-06-2026 05:03,,,NOP,,3.443291,,5.421009
12-06-2026 05:08,,,NOP,,3.35648,,5.443287
12-06-2026 05:13,,,NOP,,4.861111,,5.510128
12-06-2026 05:18,,,NOP,,4.774307,,5.443287
12-06-2026 05:23,,,NOP,,4.658562,,5.510128
12-06-2026 05:28,,,NOP,,4.890049,,5.576969
12-06-2026 05:33,,,NOP,,4.658562,,5.576969
12-06-2026 05:38,,,NOP,,4.571758,,5.688366
12-06-2026 05:43,,,NOP,,4.13773,,5.688366
12-06-2026 05:48,,,NOP,,4.54282,,5.777489
12-06-2026 05:53,,,NOP,,4.45602,,5.599247
12-06-2026 05:58,,,NOP,,4.45602,,5.510128
12-06-2026 06:03,,,5.676651,,4.45602,,5.421009
12-06-2026 06:08,,,5.822048,,3.67477,,4.739582
12-06-2026 06:13,,,3.03038,,3.559029,,4.034721
12-06-2026 06:18,,,1.605469,,3.559029,,4.034721
12-06-2026 06:23,,,1.023872,,3.35648,,3.944443
12-06-2026 06:28,,,1.605469,,3.26968,,3.967014
12-06-2026 06:33,,,0.9947891,,2.922451,,3.944443
12-06-2026 06:38,,,0.9947891,,2.922451,,3.87674
12-06-2026 06:43,,,1.634552,,3.240742,,4.034721
12-06-2026 06:48,,,0.9947891,,2.89352,,4.125
12-06-2026 06:53,,,1.314671,,2.89352,,4.282986
12-06-2026 06:58,,,2.275894,,2.48843,,4.282986
12-06-2026 07:03,,,2.218315,,2.372688,,4.350697
12-06-2026 07:08,,,2.016785,,1.822918,,4.373264
12-06-2026 07:13,,,1.959202,,2.141201,,4.373264
12-06-2026 07:18,,,1.959202,,2.141201,,4.373264
12-06-2026 07:23,,,2.218315,,2.34375,,3.87674
12-06-2026 07:28,,,2.765335,,2.48843,,3.628471
12-06-2026 07:33,,,3.168404,,3.009258,,3.380207
12-06-2026 07:38,,,3.283566,,3.327549,,3.177086
12-06-2026 07:43,,,3.485096,,2.922451,,3.131947
12-06-2026 07:48,,,3.369934,,2.806709,,3.019096
12-06-2026 07:53,,,3.13961,,2.806709,,2.928822
12-06-2026 07:58,,,3.427517,,2.777779,,2.861111
12-06-2026 08:03,,,3.686634,,3.009258,,2.680553
12-06-2026 08:08,,,3.629051,,2.690971,,2.545139
12-06-2026 08:13,,,3.096062,,2.89352,,2.522572
12-06-2026 08:18,,,3.182869,,3.125,,2.274307
12-06-2026 08:23,,,3.096062,,2.922451,,2.274307
12-06-2026 08:28,,,3.153938,,3.009258,,2.274307
12-06-2026 08:33,,,3.26968,,2.89352,,2.274307
12-06-2026 08:38,,,3.298611,,2.690971,,2.206596
12-06-2026 08:43,,,3.559029,,2.89352,,2.09375
12-06-2026 08:48,,,3.76157,,3.096062,,1.868053
12-06-2026 08:53,,,3.90625,,3.211807,,1.529514
12-06-2026 08:58,,,3.587959,,3.009258,,2.702839
12-06-2026 09:03,,,3.616898,,2.922451,,2.613716
12-06-2026 09:08,,,3.443291,,2.806709,,2.613716
12-06-2026 09:13,,,3.645832,,2.806709,,2.613716
12-06-2026 09:18,,,4.13773,,2.806709,,2.680553
12-06-2026 09:23,,,4.398148,,3.211807,,2.546875
12-06-2026 09:28,,,4.658562,,3.443291,,2.368633
12-06-2026 09:33,,,4.513889,,3.443291,,2.190395
12-06-2026 09:38,,,4.224541,,3.35648,,2.212673
12-06-2026 09:43,,,4.05093,,3.240742,,2.123554
12-06-2026 09:48,,,3.877312,,2.922451,,2.123554
12-06-2026 09:53,,,3.964119,,2.71991,,2.301792
12-06-2026 09:58,,,4.108799,,3.009258,,2.034431
12-06-2026 10:03,,,3.993057,,3.125,,2.034431
12-06-2026 10:08,,,3.90625,,3.009258,,2.034431
12-06-2026 10:13,,,3.848381,,2.690971,,2.190395
12-06-2026 10:18,,,3.935188,,2.604168,,2.279514
12-06-2026 10:23,,,4.13773,,2.89352,,2.368633
12-06-2026 10:28,,,4.166668,,3.009258,,2.123554
12-06-2026 10:33,,,4.108799,,2.57523,,2.190395
12-06-2026 10:38,,,4.05093,,2.57523,,2.279514
12-06-2026 10:43,,,4.05093,,2.777779,,2.279514
12-06-2026 10:48,,,3.935188,,3.125,,2.279514
12-06-2026 10:53,,,3.877312,,3.125,,2.390911
12-06-2026 10:58,,,3.703701,,3.125,,2.480034
12-06-2026 11:03,,,3.76157,,3.240742,,2.546875
12-06-2026 11:08,,,4.108799,,3.443291,,2.524593
12-06-2026 11:13,,,4.13773,,3.993057,,2.368633
12-06-2026 11:18,,,4.079861,,3.559029,,2.301792
12-06-2026 11:23,,,4.021992,,3.35648,,2.301792
12-06-2026 11:28,,,3.732639,,3.240742,,2.368633
12-06-2026 11:33,,,3.67477,,3.240742,,2.390911
12-06-2026 11:38,,,3.90625,,3.153938,,2.457756
12-06-2026 11:43,,,3.935188,,3.125,,2.368633
12-06-2026 11:48,,,4.195602,,3.443291,,2.457756
12-06-2026 11:53,,,4.224541,,3.993057,,2.390911
12-06-2026 11:58,,,3.90625,,3.993057,,2.212673
12-06-2026 12:03,,,3.67477,,3.790508,,2.279514
12-06-2026 12:08,,,3.414352,,3.559029,,2.301792
12-06-2026 12:13,,,3.26968,,3.35648,,2.457756
12-06-2026 12:18,,,3.616898,,3.443291,,2.569157
12-06-2026 12:23,,,3.76157,,3.993057,,2.368633
12-06-2026 12:28,,,3.50116,,3.90625,,2.212673
12-06-2026 12:33,,,3.385418,,3.443291,,2.145836
12-06-2026 12:38,,,3.182869,,3.327549,,2.123554
12-06-2026 12:43,,,3.009258,,3.211807,,2.123554
12-06-2026 12:48,,,2.835648,,3.038193,,2.123554
12-06-2026 12:53,,,2.951389,,3.009258,,2.212673
12-06-2026 12:58,,,3.067131,,3.443291,,2.034431
12-06-2026 13:03,,,2.951389,,3.327549,,1.945313
12-06-2026 13:08,,,2.98032,,3.443291,,1.878471
12-06-2026 13:13,,,2.835648,,3.443291,,1.945313
12-06-2026 13:18,,,2.690971,,3.443291,,2.034431
12-06-2026 13:23,,,2.922451,,3.443291,,2.101276
12-06-2026 13:28,,,3.009258,,3.993057,,1.878471
12-06-2026 13:33,,,3.009258,,4.108799,,1.722511
12-06-2026 13:38,,,2.835648,,3.90625,,1.789349
12-06-2026 13:43,,,2.604168,,3.790508,,1.923031
12-06-2026 13:48,,,2.546299,,3.67477,,2.123554
12-06-2026 13:53,,,2.74884,,3.90625,,2.101276
12-06-2026 13:58,,,2.604168,,3.877312,,2.101276
12-06-2026 14:03,,,2.401619,,3.993057,,2.190395
12-06-2026 14:08,,,2.256943,,3.90625,,2.368633
12-06-2026 14:13,,,2.170139,,3.67477,,2.457756
12-06-2026 14:18,,,2.11227,,3.703701,,2.613716
12-06-2026 14:23,,,2.256943,,3.993057,,2.791958
12-06-2026 14:28,,,2.054398,,4.427082,,2.613716
12-06-2026 14:33,,,1.996529,,4.658562,,2.457756
12-06-2026 14:38,,,2.11227,,4.861111,,2.457756
12-06-2026 14:43,,,1.93866,,4.340279,,2.457756
12-06-2026 14:48,,,1.79398,,4.224541,,2.524593
12-06-2026 14:53,,,1.736111,,4.108799,,2.613716
12-06-2026 14:58,,,1.620369,,4.224541,,2.702839
12-06-2026 15:03,,,1.446758,,3.90625,,2.680553
12-06-2026 15:08,,,1.273148,,3.616898,,2.702839
12-06-2026 15:13,,,1.099541,,3.472221,,2.769676
12-06-2026 15:18,,,1.244209,,3.67477,,2.858795
12-06-2026 15:23,,,1.678242,,4.108799,,2.791958
12-06-2026 15:28,,,1.765049,,4.021992,,2.546875
12-06-2026 15:33,,,1.620369,,4.340279,,2.524593
12-06-2026 15:38,,,2.025459,,3.790508,,2.524593
12-06-2026 15:43,,,2.372688,,3.559029,,2.613716
12-06-2026 15:48,,,2.48843,,3.993057,,2.546875
12-06-2026 15:53,,,2.401619,,3.790508,,2.457756
12-06-2026 15:58,,,2.314812,,3.790508,,2.390911
12-06-2026 16:03,,,2.083332,,3.559029,,2.457756
12-06-2026 16:08,,,1.96759,,3.472221,,2.546875
12-06-2026 16:13,,,2.170139,,3.67477,,2.457756
12-06-2026 16:18,,,2.34375,,3.90625,,2.368633
12-06-2026 16:23,,,2.285881,,3.790508,,2.123554
12-06-2026 16:28,,,2.11227,,3.67477,,2.123554
12-06-2026 16:33,,,2.11227,,3.559029,,2.101276
12-06-2026 16:38,,,1.96759,,3.240742,,2.212673
12-06-2026 16:43,,,2.141201,,3.443291,,2.368633
12-06-2026 16:48,,,2.256943,,3.559029,,2.546875
12-06-2026 16:53,,,2.459492,,3.559029,,2.791958
12-06-2026 16:58,,,2.256943,,3.240742,,2.858795
12-06-2026 17:03,,,2.401619,,3.35648,,2.947914
12-06-2026 17:08,,,2.48843,,3.211807,,3.037037
12-06-2026 17:13,,,2.546299,,3.472221,,3.282116
12-06-2026 17:18,,,2.256943,,2.951389,,3.527199
12-06-2026 17:23,,,2.083332,,2.806709,,3.616322
12-06-2026 17:28,,,1.822918,,2.372688,,3.861401
12-06-2026 17:33,,,1.446758,,2.170139,,3.772282
12-06-2026 17:38,,,1.099541,,1.822918,,3.683159
12-06-2026 17:43,,,1.15741,,1.70718,,3.660881
12-06-2026 17:48,,,1.41782,,2.025459,,3.594036
12-06-2026 17:53,,,1.736111,,2.228008,,3.616322
12-06-2026 17:58,,,1.851852,,2.228008,,3.527199
12-06-2026 18:03,,,1.620369,,2.141201,,3.43808
12-06-2026 18:08,,,1.475693,,1.909721,,3.527199
12-06-2026 18:13,,,1.591438,,1.822918,,3.460358
12-06-2026 18:18,,,3.038193,,1.70718,,3.460358
12-06-2026 18:23,,,4.021992,,1.591438,,3.43808
12-06-2026 18:28,,,4.6875,,1.359951,,3.43808
12-06-2026 18:33,,,5.150459,,1.15741,,3.460358
12-06-2026 18:38,,,5.23727,,1.15741,,3.43808
12-06-2026 18:43,,,5.32407,,1.244209,,3.527199
12-06-2026 18:48,,,5.381943,,1.475693,,3.527199
12-06-2026 18:53,,,5.46875,,1.475693,,3.616322
12-06-2026 18:58,,,5.61343,,1.244209,,3.616322
12-06-2026 19:03,,,NOP,,1.901623,,3.616322
12-06-2026 19:08,,,NOP,,1.671299,,3.616322
12-06-2026 19:13,,,NOP,,1.872829,,3.616322
12-06-2026 19:18,,,NOP,,1.901623,,3.616322
12-06-2026 19:23,,,NOP,,1.786461,,3.705441
12-06-2026 19:28,,,NOP,,1.786461,,3.772282
12-06-2026 19:33,,,NOP,,1.556137,,3.950523
12-06-2026 19:38,,,NOP,,1.556137,,4.017361
12-06-2026 19:43,,,NOP,,1.556137,,4.10648
12-06-2026 19:48,,,NOP,,1.671299,,4.195599
12-06-2026 19:53,,,NOP,,1.815247,,4.173321
12-06-2026 19:58,,,NOP,,1.786461,,4.173321
12-06-2026 20:03,,,NOP,,1.786461,,4.173321
12-06-2026 20:08,,,NOP,,1.786461,,4.195599
12-06-2026 20:13,,,NOP,,1.786461,,4.195599
12-06-2026 20:18,,,NOP,,1.786461,,4.195599
12-06-2026 20:23,,,NOP,,1.901623,,4.195599
12-06-2026 20:28,,,NOP,,1.901623,,4.195599
12-06-2026 20:33,,,NOP,,1.786461,,4.10648
12-06-2026 20:38,,,NOP,,1.786461,,4.10648
12-06-2026 20:43,,,NOP,,1.671299,,4.017361
12-06-2026 20:48,,,NOP,,1.786461,,4.017361
12-06-2026 20:53,,,NOP,,1.556137,,4.10648
12-06-2026 20:58,,,NOP,,1.786461,,4.440681
12-06-2026 21:03,,,NOP,,1.786461,,4.596645
12-06-2026 21:08,,,NOP,,1.786461,,4.752602
12-06-2026 21:13,,,NOP,,1.786461,,4.685764
12-06-2026 21:18,,,NOP,,1.671299,,4.685764
12-06-2026 21:23,,,NOP,,1.671299,,4.774883
12-06-2026 21:28,,,NOP,,1.671299,,4.774883
12-06-2026 21:33,,,NOP,,1.872829,,4.864006
12-06-2026 21:38,,,NOP,,1.872829,,4.997684
12-06-2026 21:43,,,NOP,,1.901623,,4.864006
12-06-2026 21:48,,,NOP,,1.872829,,4.864006
12-06-2026 21:53,,,NOP,,1.872829,,4.685764
12-06-2026 21:58,,,NOP,,2.016785,,4.017361
12-06-2026 22:03,,,NOP,,2.218315,,3.794559
12-06-2026 22:08,,,NOP,,2.650173,,3.371239
12-06-2026 22:13,,,NOP,,2.765335,,2.881077
12-06-2026 22:18,,,NOP,,2.880497,,2.702839
12-06-2026 22:23,,,NOP,,2.880497,,2.569157
12-06-2026 22:28,,,NOP,,3.197193,,2.546875
12-06-2026 22:33,,,NOP,,3.082031,,2.613716
12-06-2026 22:38,,,NOP,,3.082031,,2.970196
12-06-2026 22:43,,,NOP,,3.427517,,3.460358
12-06-2026 22:48,,,NOP,,3.312355,,3.861401
12-06-2026 22:53,,,NOP,,3.312355,,4.039642
12-06-2026 22:58,,,NOP,,3.744213,,4.195599
12-06-2026 23:03,,,NOP,,3.542679,,4.351563
12-06-2026 23:08,,,NOP,,3.629051,,4.440681
12-06-2026 23:13,,,NOP,,3.427517,,4.507526
12-06-2026 23:18,,,NOP,,3.312355,,4.529804
12-06-2026 23:23,,,NOP,,3.657841,,4.596645
12-06-2026 23:28,,,NOP,,3.744213,,4.685764
12-06-2026 23:33,,,NOP,,4.060909,,4.752602
12-06-2026 23:38,,,NOP,,3.974537,,4.864006
12-06-2026 23:43,,,NOP,,3.859375,,4.841724
12-06-2026 23:48,,,NOP,,3.974537,,4.841724
12-06-2026 23:53,,,NOP,,4.291233,,4.864006
12-06-2026 23:58,,,NOP,,3.974537,,4.864006
