Time,,,Dough Cooler2 Temp,,Dough Cooler1Temp,,Perishable Cooler Temp
13-06-2026 04:03,,,NOP,,4.176071,,5.421009
13-06-2026 04:08,,,NOP,,4.492764,,5.510128
13-06-2026 04:13,,,NOP,,4.406395,,5.487846
13-06-2026 04:18,,,NOP,,4.406395,,5.510128
13-06-2026 04:23,,,NOP,,4.291233,,5.576969
13-06-2026 04:28,,,NOP,,4.089699,,5.510128
13-06-2026 04:33,,,NOP,,3.974537,,5.599247
13-06-2026 04:38,,,NOP,,3.974537,,5.599247
13-06-2026 04:43,,,NOP,,4.176071,,5.576969
13-06-2026 04:48,,,NOP,,3.744213,,5.576969
13-06-2026 04:53,,,NOP,,4.291233,,5.599247
13-06-2026 04:58,,,NOP,,4.291233,,5.688366
13-06-2026 05:03,,,NOP,,4.176071,,5.732929
13-06-2026 05:08,,,NOP,,4.406395,,5.755211
13-06-2026 05:13,,,NOP,,4.607925,,5.755211
13-06-2026 05:18,,,NOP,,4.636719,,5.84433
13-06-2026 05:23,,,NOP,,4.838253,,5.822048
13-06-2026 05:28,,,NOP,,4.636719,,5.911167
13-06-2026 05:33,,,NOP,,4.723091,,6.000286
13-06-2026 05:38,,,NOP,,4.636719,,5.978008
13-06-2026 05:43,,,NOP,,4.723091,,5.911167
13-06-2026 05:48,,,NOP,,4.723091,,5.911167
13-06-2026 05:53,,,NOP,,4.406395,,5.822048
13-06-2026 05:58,,,NOP,,4.291233,,5.643806
13-06-2026 06:03,,,NOP,,4.291233,,5.599247
13-06-2026 06:08,,,NOP,,4.176071,,5.443287
13-06-2026 06:13,,,NOP,,3.974537,,5.331886
13-06-2026 06:18,,,NOP,,3.744213,,5.354164
13-06-2026 06:23,,,NOP,,3.657841,,5.354164
13-06-2026 06:28,,,6.452549,,3.629051,,5.354164
13-06-2026 06:33,,,2.690971,,3.197193,,5.331886
13-06-2026 06:38,,,1.79398,,3.082031,,5.443287
13-06-2026 06:43,,,1.591438,,3.312355,,5.265045
13-06-2026 06:48,,,1.475693,,3.513889,,5.331886
13-06-2026 06:53,,,1.533562,,3.427517,,5.421009
13-06-2026 06:58,,,1.620369,,3.312355,,5.421009
13-06-2026 07:03,,,1.765049,,3.312355,,5.666088
13-06-2026 07:08,,,1.765049,,3.197193,,5.666088
13-06-2026 07:13,,,1.822918,,3.197193,,5.666088
13-06-2026 07:18,,,1.765049,,3.542679,,5.599247
13-06-2026 07:23,,,1.79398,,3.427517,,5.666088
13-06-2026 07:28,,,1.79398,,3.197193,,3.238716
13-06-2026 07:33,,,1.765049,,3.312355,,3.215858
13-06-2026 07:38,,,1.822918,,3.197193,,3.215858
13-06-2026 07:43,,,1.822918,,3.197193,,3.215858
13-06-2026 07:48,,,1.678242,,3.513889,,3.307293
13-06-2026 07:53,,,1.736111,,3.197193,,3.375866
13-06-2026 07:58,,,1.79398,,2.822914,,3.375866
13-06-2026 08:03,,,1.909721,,2.678967,,3.398727
13-06-2026 08:08,,,1.822918,,3.110825,,3.284431
13-06-2026 08:13,,,1.909721,,2.794128,,3.307293
13-06-2026 08:18,,,1.96759,,2.563805,,3.307293
13-06-2026 08:23,,,1.93866,,2.765335,,3.375866
13-06-2026 08:28,,,1.880791,,3.197193,,3.398727
13-06-2026 08:33,,,2.11227,,2.880497,,3.4673
13-06-2026 08:38,,,2.285881,,2.765335,,3.398727
13-06-2026 08:43,,,2.401619,,2.765335,,3.147282
13-06-2026 08:48,,,2.34375,,2.880497,,3.147282
13-06-2026 08:53,,,2.34375,,2.650173,,2.964409
13-06-2026 08:58,,,2.314812,,2.650173,,2.964409
13-06-2026 09:03,,,2.228008,,3.082031,,2.872974
13-06-2026 09:08,,,2.314812,,2.966869,,2.78154
13-06-2026 09:13,,,2.430557,,2.563805,,2.530094
13-06-2026 09:18,,,2.372688,,2.765335,,2.461514
13-06-2026 09:23,,,2.48843,,2.880497,,2.530094
13-06-2026 09:28,,,2.604168,,2.765335,,2.552952
13-06-2026 09:33,,,2.690971,,2.880497,,2.530094
13-06-2026 09:38,,,2.690971,,3.082031,,2.64439
13-06-2026 09:43,,,2.835648,,2.880497,,2.552952
13-06-2026 09:48,,,2.89352,,2.880497,,2.64439
13-06-2026 09:53,,,3.038193,,2.966869,,2.370079
13-06-2026 09:58,,,3.182869,,2.966869,,1.890049
13-06-2026 10:03,,,3.327549,,3.513889,,1.45573
13-06-2026 10:08,,,3.559029,,3.830582,,2.990452
13-06-2026 10:13,,,3.67477,,4.291233,,2.654079
13-06-2026 10:18,,,3.935188,,3.974537,,2.407406
13-06-2026 10:23,,,3.964119,,3.974537,,1.869213
13-06-2026 10:28,,,4.079861,,3.859375,,1.914063
13-06-2026 10:33,,,4.31134,,4.060909,,1.555267
13-06-2026 10:38,,,3.935188,,4.060909,,1.487991
13-06-2026 10:43,,,3.877312,,4.291233,,2.759113
13-06-2026 10:48,,,4.108799,,4.521557,,2.648441
13-06-2026 10:53,,,3.877312,,4.060909,,2.493488
13-06-2026 10:58,,,3.732639,,3.67477,,2.515621
13-06-2026 11:03,,,3.67477,,3.125,,2.427082
13-06-2026 11:08,,,3.67477,,3.153938,,2.25
13-06-2026 11:13,,,3.559029,,3.559029,,2.161457
13-06-2026 11:18,,,3.35648,,3.125,,2.095055
13-06-2026 11:23,,,3.211807,,3.327549,,2.161457
13-06-2026 11:28,,,3.53009,,3.67477,,2.25
13-06-2026 11:33,,,3.327549,,3.443291,,1.917965
13-06-2026 11:38,,,3.240742,,3.125,,2.006512
13-06-2026 11:43,,,3.038193,,2.690971,,2.161457
13-06-2026 11:48,,,2.89352,,2.806709,,2.25
13-06-2026 11:53,,,3.009258,,2.89352,,2.427082
13-06-2026 11:58,,,2.89352,,2.89352,,2.427082
13-06-2026 12:03,,,2.864582,,2.806709,,2.582031
13-06-2026 12:08,,,2.690971,,2.34375,,2.582031
13-06-2026 12:13,,,2.662041,,2.57523,,2.582031
13-06-2026 12:18,,,2.57523,,2.57523,,2.515621
13-06-2026 12:23,,,2.517361,,2.256943,,2.427082
13-06-2026 12:28,,,2.690971,,2.690971,,2.493488
13-06-2026 12:33,,,2.633102,,3.096062,,2.338539
13-06-2026 12:38,,,2.430557,,3.125,,2.493488
13-06-2026 12:43,,,2.372688,,2.89352,,2.338539
13-06-2026 12:48,,,2.19907,,3.125,,2.338539
13-06-2026 12:53,,,1.96759,,3.125,,2.161457
13-06-2026 12:58,,,1.822918,,3.443291,,2.25
13-06-2026 13:03,,,1.96759,,3.67477,,2.161457
13-06-2026 13:08,,,2.025459,,3.559029,,1.940105
13-06-2026 13:13,,,2.054398,,3.472221,,1.917965
13-06-2026 13:18,,,2.19907,,3.67477,,2.006512
13-06-2026 13:23,,,2.170139,,3.559029,,1.917965
13-06-2026 13:28,,,2.141201,,3.790508,,2.006512
13-06-2026 13:33,,,1.93866,,3.472221,,2.161457
13-06-2026 13:38,,,1.649307,,3.125,,2.272137
13-06-2026 13:43,,,1.5625,,3.038193,,2.338539
13-06-2026 13:48,,,1.475693,,2.922451,,2.493488
13-06-2026 13:53,,,1.533562,,2.690971,,2.670574
13-06-2026 13:58,,,1.620369,,3.009258,,2.582031
13-06-2026 14:03,,,1.765049,,3.443291,,2.25
13-06-2026 14:08,,,1.70718,,3.559029,,2.095055
13-06-2026 14:13,,,1.591438,,3.327549,,2.183594
13-06-2026 14:18,,,1.822918,,3.327549,,2.272137
13-06-2026 14:23,,,1.79398,,3.67477,,2.072918
13-06-2026 14:28,,,1.880791,,3.877312,,2.095055
13-06-2026 14:33,,,1.70718,,3.819443,,2.095055
13-06-2026 14:38,,,1.880791,,4.021992,,2.095055
13-06-2026 14:43,,,1.96759,,3.790508,,2.006512
13-06-2026 14:48,,,1.880791,,3.790508,,2.095055
13-06-2026 14:53,,,1.880791,,3.35648,,2.338539
13-06-2026 14:58,,,1.736111,,3.240742,,2.582031
13-06-2026 15:03,,,1.909721,,3.240742,,2.648441
13-06-2026 15:08,,,1.996529,,3.443291,,2.670574
13-06-2026 15:13,,,2.170139,,3.240742,,2.427082
13-06-2026 15:18,,,1.96759,,3.125,,2.404949
13-06-2026 15:23,,,1.70718,,3.009258,,2.404949
13-06-2026 15:28,,,1.736111,,3.211807,,2.493488
13-06-2026 15:33,,,1.909721,,3.443291,,2.427082
13-06-2026 15:38,,,1.909721,,3.443291,,2.272137
13-06-2026 15:43,,,1.909721,,3.50116,,2.338539
13-06-2026 15:48,,,1.79398,,3.559029,,2.404949
13-06-2026 15:53,,,1.736111,,3.790508,,2.515621
13-06-2026 15:58,,,1.620369,,3.443291,,2.515621
13-06-2026 16:03,,,1.591438,,3.35648,,2.582031
13-06-2026 16:08,,,1.736111,,3.67477,,2.582031
13-06-2026 16:13,,,1.678242,,3.993057,,2.493488
13-06-2026 16:18,,,1.620369,,3.90625,,2.582031
13-06-2026 16:23,,,1.533562,,3.790508,,2.73698
13-06-2026 16:28,,,1.620369,,3.67477,,2.825523
13-06-2026 16:33,,,2.054398,,4.224541,,2.515621
13-06-2026 16:38,,,2.401619,,4.658562,,2.095055
13-06-2026 16:43,,,2.546299,,4.45602,,1.71875
13-06-2026 16:48,,,2.604168,,4.224541,,3.298611
13-06-2026 16:53,,,2.34375,,3.790508,,3.211803
13-06-2026 16:58,,,2.228008,,3.472221,,3.190105
13-06-2026 17:03,,,1.96759,,3.125,,3.211803
13-06-2026 17:08,,,1.822918,,2.806709,,3.363716
13-06-2026 17:13,,,2.025459,,3.009258,,3.602432
13-06-2026 17:18,,,1.880791,,2.690971,,3.515625
13-06-2026 17:23,,,1.822918,,2.57523,,3.710938
13-06-2026 17:28,,,1.93866,,2.690971,,3.927952
13-06-2026 17:33,,,1.880791,,2.690971,,4.014759
13-06-2026 17:38,,,1.909721,,2.57523,,4.166664
13-06-2026 17:43,,,NOP,,2.690971,,4.036457
13-06-2026 17:48,,,NOP,,2.604168,,3.927952
13-06-2026 17:53,,,NOP,,2.57523,,3.862846
13-06-2026 17:58,,,NOP,,2.57523,,4.014759
13-06-2026 18:03,,,NOP,,2.34375,,4.014759
13-06-2026 18:08,,,NOP,,2.170139,,4.101563
13-06-2026 18:13,,,NOP,,2.372688,,4.166664
13-06-2026 18:18,,,NOP,,2.662041,,3.927952
13-06-2026 18:23,,,NOP,,2.57523,,4.18837
13-06-2026 18:28,,,NOP,,2.459492,,4.513889
13-06-2026 18:33,,,NOP,,2.34375,,4.752602
13-06-2026 18:38,,,NOP,,2.141201,,4.904514
13-06-2026 18:43,,,NOP,,1.822918,,4.991322
13-06-2026 18:48,,,NOP,,1.591438,,5.078125
13-06-2026 18:53,,,NOP,,2.016785,,5.121529
13-06-2026 18:58,,,NOP,,2.218315,,5.230038
13-06-2026 19:03,,,NOP,,2.535011,,5.295139
13-06-2026 19:08,,,NOP,,2.650173,,5.46875
13-06-2026 19:13,,,NOP,,2.650173,,5.555553
13-06-2026 19:18,,,NOP,,2.333481,,5.707466
13-06-2026 19:23,,,NOP,,2.333481,,5.772572
13-06-2026 19:28,,,NOP,,2.419849,,6.098087
13-06-2026 19:33,,,NOP,,2.678967,,6.488716
13-06-2026 19:38,,,NOP,,2.650173,,3.64077
13-06-2026 19:43,,,NOP,,2.448643,,3.909866
13-06-2026 19:48,,,NOP,,2.218315,,4.044415
13-06-2026 19:53,,,NOP,,2.535011,,4.223812
13-06-2026 19:58,,,NOP,,2.650173,,4.560184
13-06-2026 20:03,,,NOP,,2.535011,,4.717159
13-06-2026 20:08,,,NOP,,2.333481,,4.62746
13-06-2026 20:13,,,NOP,,2.333481,,4.717159
13-06-2026 20:18,,,NOP,,2.535011,,4.739582
13-06-2026 20:23,,,NOP,,2.535011,,4.717159
13-06-2026 20:28,,,NOP,,2.304688,,4.62746
13-06-2026 20:33,,,NOP,,2.218315,,4.649883
13-06-2026 20:38,,,NOP,,2.419849,,4.717159
13-06-2026 20:43,,,NOP,,2.650173,,4.649883
13-06-2026 20:48,,,NOP,,2.448643,,4.62746
13-06-2026 20:53,,,NOP,,2.333481,,4.649883
13-06-2026 20:58,,,NOP,,2.304688,,4.717159
13-06-2026 21:03,,,NOP,,2.650173,,4.649883
13-06-2026 21:08,,,NOP,,2.535011,,4.62746
13-06-2026 21:13,,,NOP,,2.218315,,4.403214
13-06-2026 21:18,,,NOP,,2.304688,,3.752895
13-06-2026 21:23,,,NOP,,2.419849,,3.506222
13-06-2026 21:28,,,NOP,,2.448643,,3.169849
13-06-2026 21:33,,,NOP,,2.218315,,2.743778
13-06-2026 21:38,,,NOP,,1.901623,,2.900753
13-06-2026 21:43,,,NOP,,2.218315,,2.743778
13-06-2026 21:48,,,NOP,,2.535011,,2.654079
13-06-2026 21:53,,,NOP,,3.082031,,2.654079
13-06-2026 21:58,,,NOP,,1.92535,,2.407406
13-06-2026 22:03,,,NOP,,2.041668,,2.586807
13-06-2026 22:08,,,NOP,,1.92535,,2.654079
13-06-2026 22:13,,,NOP,,1.838108,,2.743778
13-06-2026 22:18,,,NOP,,1.75087,,2.833477
13-06-2026 22:23,,,NOP,,3.110825,,2.900753
13-06-2026 22:28,,,NOP,,2.966869,,2.968025
13-06-2026 22:33,,,NOP,,2.966869,,3.057724
13-06-2026 22:38,,,NOP,,2.170139,,3.057724
13-06-2026 22:43,,,NOP,,1.909721,,3.147427
13-06-2026 22:48,,,NOP,,2.256943,,3.214699
13-06-2026 22:53,,,NOP,,2.57523,,3.304398
13-06-2026 22:58,,,NOP,,2.89352,,3.237125
13-06-2026 23:03,,,NOP,,3.240742,,3.057724
13-06-2026 23:08,,,NOP,,3.211807,,3.304398
13-06-2026 23:13,,,NOP,,3.153938,,3.281975
13-06-2026 23:18,,,NOP,,2.922451,,3.304398
13-06-2026 23:23,,,NOP,,2.806709,,3.237125
13-06-2026 23:28,,,NOP,,2.806709,,3.304398
13-06-2026 23:33,,,NOP,,2.89352,,3.394096
13-06-2026 23:38,,,NOP,,2.57523,,3.326824
13-06-2026 23:43,,,NOP,,2.34375,,3.326824
13-06-2026 23:48,,,NOP,,2.025459,,3.304398
13-06-2026 23:53,,,NOP,,1.909721,,3.304398
13-06-2026 23:58,,,NOP,,1.822918,,3.304398
