Time,,,Dough Cooler2 Temp,,Dough Cooler1 Temp,,Perishable Cooler Temp
03-06-2026 00:03,,,                   NOP,,2.739582,,4.044415
03-06-2026 00:08,,,                   NOP,,3.175781,,4.134113
03-06-2026 00:13,,,                   NOP,,3.175781,,4.15654
03-06-2026 00:18,,,                   NOP,,3.263023,,4.246239
03-06-2026 00:23,,,                   NOP,,3.379341,,4.291088
03-06-2026 00:28,,,                   NOP,,3.263023,,3.169708
03-06-2026 00:33,,,                   NOP,,3.379341,,3.260563
03-06-2026 00:38,,,                   NOP,,3.61198,,3.396847
03-06-2026 00:43,,,                   NOP,,3.059464,,3.419559
03-06-2026 00:48,,,                   NOP,,3.263023,,3.487705
03-06-2026 00:53,,,                   NOP,,3.175781,,3.510414
03-06-2026 00:58,,,                   NOP,,3.495663,,3.57856
03-06-2026 01:03,,,                   NOP,,3.204865,,3.669415
03-06-2026 01:08,,,                   NOP,,3.175781,,3.669415
03-06-2026 01:13,,,                   NOP,,3.175781,,3.669415
03-06-2026 01:18,,,                   NOP,,4.135414,,3.73756
03-06-2026 01:23,,,                   NOP,,4.368053,,3.669415
03-06-2026 01:28,,,                   NOP,,4.164497,,3.646698
03-06-2026 01:33,,,                   NOP,,4.04818,,3.57856
03-06-2026 01:38,,,                   NOP,,3.61198,,3.601273
03-06-2026 01:43,,,                   NOP,,3.495663,,3.57856
03-06-2026 01:48,,,                   NOP,,3.408421,,3.669415
03-06-2026 01:53,,,                   NOP,,3.175781,,3.669415
03-06-2026 01:58,,,                   NOP,,3.175781,,3.669415
03-06-2026 02:03,,,                   NOP,,2.972221,,3.669415
03-06-2026 02:08,,,                   NOP,,2.8559,,3.57856
03-06-2026 02:13,,,                   NOP,,2.623264,,3.510414
03-06-2026 02:18,,,                   NOP,,2.943142,,3.510414
03-06-2026 02:23,,,                   NOP,,3.175781,,3.419559
03-06-2026 02:28,,,                   NOP,,2.943142,,3.419559
03-06-2026 02:33,,,                   NOP,,2.506943,,3.260563
03-06-2026 02:38,,,                   NOP,,2.506943,,3.192417
03-06-2026 02:43,,,                   NOP,,2.506943,,3.056133
03-06-2026 02:48,,,                   NOP,,2.303383,,2.987991
03-06-2026 02:53,,,                   NOP,,2.187065,,3.078846
03-06-2026 02:58,,,                   NOP,,2.187065,,3.010708
03-06-2026 03:03,,,                   NOP,,2.070744,,3.010708
03-06-2026 03:08,,,                   NOP,,1.954426,,2.987991
03-06-2026 03:13,,,                   NOP,,2.594185,,3.010708
03-06-2026 03:18,,,                   NOP,,3.379341,,3.010708
03-06-2026 03:23,,,                   NOP,,3.263023,,3.078846
03-06-2026 03:28,,,                   NOP,,3.379341,,3.078846
03-06-2026 03:33,,,                   NOP,,3.059464,,3.169708
03-06-2026 03:38,,,                   NOP,,3.059464,,3.237846
03-06-2026 03:43,,,                   NOP,,2.8559,,3.260563
03-06-2026 03:48,,,                   NOP,,3.059464,,3.237846
03-06-2026 03:53,,,                   NOP,,3.175781,,3.237846
03-06-2026 03:58,,,                   NOP,,3.059464,,3.237846
03-06-2026 04:03,,,                   NOP,,3.059464,,3.328701
03-06-2026 04:08,,,                   NOP,,3.175781,,3.237846
03-06-2026 04:13,,,                   NOP,,3.495663,,3.419559
03-06-2026 04:18,,,                   NOP,,3.495663,,3.419559
03-06-2026 04:23,,,                   NOP,,3.495663,,3.419559
03-06-2026 04:28,,,                   NOP,,3.408421,,3.396847
03-06-2026 04:33,,,                   NOP,,3.408421,,3.419559
03-06-2026 04:38,,,                   NOP,,3.379341,,3.419559
03-06-2026 04:43,,,                   NOP,,3.175781,,3.419559
03-06-2026 04:48,,,                   NOP,,3.379341,,3.396847
03-06-2026 04:53,,,                   NOP,,3.175781,,3.419559
03-06-2026 04:58,,,                   NOP,,3.292099,,3.419559
03-06-2026 05:03,,,                   NOP,,3.61198,,3.419559
03-06-2026 05:08,,,                   NOP,,3.815536,,3.419559
03-06-2026 05:13,,,                   NOP,,3.84462,,3.510414
03-06-2026 05:18,,,                   NOP,,4.04818,,3.487705
03-06-2026 05:23,,,                   NOP,,3.960938,,3.419559
03-06-2026 05:28,,,                   NOP,,4.04818,,3.510414
03-06-2026 05:33,,,                   NOP,,3.495663,,3.57856
03-06-2026 05:38,,,                   NOP,,3.292099,,3.487705
03-06-2026 05:43,,,                   NOP,,3.84462,,3.601273
03-06-2026 05:48,,,                   NOP,,3.495663,,3.396847
03-06-2026 05:53,,,                   NOP,,3.292099,,3.328701
03-06-2026 05:58,,,                   NOP,,3.524738,,3.237846
03-06-2026 06:03,,,                   NOP,,3.61198,,3.146992
03-06-2026 06:08,,,                   NOP,,3.641056,,3.146992
03-06-2026 06:13,,,                   NOP,,3.495663,,3.169708
03-06-2026 06:18,,,                   NOP,,3.175781,,3.101563
03-06-2026 06:23,,,                   NOP,,2.739582,,3.169708
03-06-2026 06:28,,,                   NOP,,2.623264,,3.169708
03-06-2026 06:33,,,                   NOP,,2.303383,,3.169708
03-06-2026 06:38,,,4.176071,,1.954426,,3.192417
03-06-2026 06:43,,,2.707752,,2.303383,,3.169708
03-06-2026 06:48,,,2.90929,,2.826824,,3.078846
03-06-2026 06:53,,,3.513889,,3.292099,,2.897133
03-06-2026 06:58,,,3.657841,,3.175781,,2.760849
03-06-2026 07:03,,,3.542679,,2.739582,,2.738136
03-06-2026 07:08,,,3.283566,,2.739582,,2.919849
03-06-2026 07:13,,,3.110825,,2.739582,,3.078846
03-06-2026 07:18,,,3.168404,,2.623264,,3.169708
03-06-2026 07:23,,,3.341148,,2.710506,,3.169708
03-06-2026 07:28,,,3.312355,,2.623264,,3.328701
03-06-2026 07:33,,,3.13961,,2.623264,,3.419559
03-06-2026 07:38,,,3.168404,,2.303383,,3.510414
03-06-2026 07:43,,,3.082031,,2.390625,,3.692127
03-06-2026 07:48,,,3.053238,,2.826824,,3.73756
03-06-2026 07:53,,,3.197193,,2.739582,,3.828415
03-06-2026 07:58,,,3.254772,,2.506943,,3.987411
03-06-2026 08:03,,,3.312355,,2.274307,,3.828415
03-06-2026 08:08,,,3.283566,,2.070744,,3.510414
03-06-2026 08:13,,,3.197193,,2.274307,,3.328701
03-06-2026 08:18,,,3.283566,,2.187065,,3.146992
03-06-2026 08:23,,,3.571472,,2.187065,,2.987991
03-06-2026 08:28,,,3.888168,,2.274307,,2.760849
03-06-2026 08:33,,,3.801796,,2.506943,,2.579136
03-06-2026 08:38,,,3.801796,,2.274307,,2.488281
03-06-2026 08:43,,,4.320023,,2.390625,,2.329281
03-06-2026 08:48,,,4.26244,,2.594185,,2.07943
03-06-2026 08:53,,,4.348816,,2.739582,,1.920429
03-06-2026 08:58,,,4.26244,,2.826824,,1.579716
03-06-2026 09:03,,,4.089699,,3.059464,,1.625145
03-06-2026 09:08,,,4.060909,,3.059464,,1.557003
03-06-2026 09:13,,,3.240742,,2.506943,,2.743778
03-06-2026 09:18,,,3.240742,,2.506943,,2.654079
03-06-2026 09:23,,,3.616898,,2.506943,,2.654079
03-06-2026 09:28,,,4.079861,,2.739582,,2.564381
03-06-2026 09:33,,,3.935188,,2.739582,,2.340134
03-06-2026 09:38,,,3.790508,,2.390625,,2.384983
03-06-2026 09:43,,,3.559029,,2.216148,,2.497105
03-06-2026 09:48,,,3.53009,,2.187065,,2.564381
03-06-2026 09:53,,,3.443291,,1.954426,,2.497105
03-06-2026 09:58,,,3.240742,,1.721786,,2.631657
03-06-2026 10:03,,,3.067131,,1.518227,,2.474682
03-06-2026 10:08,,,2.98032,,1.401909,,2.564381
03-06-2026 10:13,,,3.038193,,1.838108,,2.631657
03-06-2026 10:18,,,3.096062,,2.099827,,2.631657
03-06-2026 10:23,,,3.240742,,2.070744,,2.811054
03-06-2026 10:28,,,3.125,,2.070744,,2.721355
03-06-2026 10:33,,,3.038193,,1.954426,,2.721355
03-06-2026 10:38,,,3.067131,,1.954426,,2.900753
03-06-2026 10:43,,,3.067131,,1.954426,,3.057724
03-06-2026 10:48,,,2.89352,,2.070744,,3.057724
03-06-2026 10:53,,,2.806709,,1.838108,,3.169849
03-06-2026 10:58,,,2.71991,,1.838108,,3.304398
03-06-2026 11:03,,,2.806709,,1.954426,,3.394096
03-06-2026 11:08,,,3.211807,,2.187065,,3.551071
03-06-2026 11:13,,,3.35648,,1.954426,,3.394096
03-06-2026 11:18,,,3.211807,,1.75087,,3.573494
03-06-2026 11:23,,,3.211807,,2.187065,,3.64077
03-06-2026 11:28,,,3.182869,,2.274307,,3.730469
03-06-2026 11:33,,,3.125,,2.187065,,3.820168
03-06-2026 11:38,,,3.096062,,2.274307,,3.909866
