Time,,,Dough Cooler2 Temp,,Dough Cooler1 Temp,,Perishable Cooler Temp
18-06-2026 00:03,,,NOP,,3.35648,,4.463543
18-06-2026 00:08,,,NOP,,3.877312,,4.440975
18-06-2026 00:13,,,NOP,,3.993057,,4.440975
18-06-2026 00:18,,,NOP,,3.587959,,4.440975
18-06-2026 00:23,,,NOP,,3.559029,,4.418404
18-06-2026 00:28,,,NOP,,3.67477,,4.440975
18-06-2026 00:33,,,NOP,,3.993057,,4.328125
18-06-2026 00:38,,,NOP,,4.108799,,4.350697
18-06-2026 00:43,,,NOP,,3.67477,,4.440975
18-06-2026 00:48,,,NOP,,3.472221,,4.440975
18-06-2026 00:53,,,NOP,,3.443291,,4.53125
18-06-2026 00:58,,,NOP,,3.327549,,4.508678
18-06-2026 01:03,,,NOP,,4.108799,,4.508678
18-06-2026 01:08,,,NOP,,4.340279,,4.508678
18-06-2026 01:13,,,NOP,,4.54282,,4.53125
18-06-2026 01:18,,,NOP,,5.06366,,4.508678
18-06-2026 01:23,,,NOP,,5.121529,,4.53125
18-06-2026 01:28,,,NOP,,5.09259,,4.598957
18-06-2026 01:33,,,NOP,,5.208332,,4.598957
18-06-2026 01:38,,,NOP,,4.658562,,4.576389
18-06-2026 01:43,,,NOP,,4.45602,,4.689236
18-06-2026 01:48,,,NOP,,4.54282,,4.689236
18-06-2026 01:53,,,NOP,,4.54282,,4.689236
18-06-2026 01:58,,,NOP,,4.54282,,4.689236
18-06-2026 02:03,,,NOP,,4.54282,,4.689236
18-06-2026 02:08,,,NOP,,4.774307,,4.689236
18-06-2026 02:13,,,NOP,,4.658562,,4.598957
18-06-2026 02:18,,,NOP,,4.774307,,4.621529
18-06-2026 02:23,,,NOP,,4.658562,,4.53125
18-06-2026 02:28,,,NOP,,4.253471,,4.440975
18-06-2026 02:33,,,NOP,,3.90625,,4.192707
18-06-2026 02:38,,,NOP,,3.559029,,4.192707
18-06-2026 02:43,,,NOP,,3.240742,,4.079861
18-06-2026 02:48,,,NOP,,3.125,,4.012154
18-06-2026 02:53,,,NOP,,2.922451,,4.012154
18-06-2026 02:58,,,NOP,,2.459492,,4.012154
18-06-2026 03:03,,,NOP,,2.054398,,4.012154
18-06-2026 03:08,,,NOP,,2.025459,,4.125
18-06-2026 03:13,,,NOP,,3.009258,,4.282986
18-06-2026 03:18,,,NOP,,3.211807,,4.440975
18-06-2026 03:23,,,NOP,,3.327549,,4.53125
18-06-2026 03:28,,,NOP,,3.240742,,4.621529
18-06-2026 03:33,,,NOP,,3.240742,,4.598957
18-06-2026 03:38,,,NOP,,3.125,,4.689236
18-06-2026 03:43,,,NOP,,3.443291,,4.689236
18-06-2026 03:48,,,NOP,,3.240742,,4.77951
18-06-2026 03:53,,,NOP,,3.385418,,4.77951
18-06-2026 03:58,,,NOP,,3.559029,,4.756947
18-06-2026 04:03,,,NOP,,3.35648,,4.756947
18-06-2026 04:08,,,NOP,,3.559029,,4.666668
18-06-2026 04:13,,,NOP,,3.240742,,4.756947
