Time,,,Dough Cooler2 Temp,,Dough Cooler1 Temp,,Perishable Cooler Temp
05-06-2026 00:03,,,3.398727,,2.333481,,4.329281
05-06-2026 00:08,,,3.225986,,2.131947,,4.440681
05-06-2026 00:13,,,3.45631,,2.131947,,4.462963
05-06-2026 00:18,,,3.542679,,2.333481,,4.440681
05-06-2026 00:23,,,3.801796,,2.563805,,4.529804
05-06-2026 00:28,,,3.773003,,2.477428,,4.529804
05-06-2026 00:33,,,3.542679,,2.333481,,4.440681
05-06-2026 00:38,,,3.254772,,2.765335,,3.199654
05-06-2026 00:43,,,2.995659,,2.765335,,3.357639
05-06-2026 00:48,,,3.082031,,3.197193,,3.447918
05-06-2026 00:53,,,2.90929,,3.312355,,3.515625
05-06-2026 00:58,,,2.794128,,3.197193,,3.6059
05-06-2026 01:03,,,2.707752,,3.225986,,3.696178
05-06-2026 01:08,,,2.535011,,3.312355,,3.673611
05-06-2026 01:13,,,2.304688,,3.974537,,3.696178
05-06-2026 01:18,,,2.131947,,4.176071,,3.696178
05-06-2026 01:23,,,1.959202,,4.636719,,3.696178
05-06-2026 01:28,,,1.728878,,4.204861,,3.786461
05-06-2026 01:33,,,1.786461,,2.623264,,3.71875
05-06-2026 01:38,,,1.959202,,2.826824,,3.786461
05-06-2026 01:43,,,2.218315,,2.8559,,3.854168
05-06-2026 01:48,,,2.362267,,2.972221,,3.786461
05-06-2026 01:53,,,2.218315,,3.175781,,3.786461
05-06-2026 01:58,,,2.189526,,2.8559,,3.786461
05-06-2026 02:03,,,2.04557,,2.506943,,3.696178
05-06-2026 02:08,,,1.987991,,2.419708,,3.696178
05-06-2026 02:13,,,2.160732,,2.739582,,3.71875
05-06-2026 02:18,,,2.333481,,2.943142,,3.6059
05-06-2026 02:23,,,2.218315,,2.739582,,3.628471
05-06-2026 02:28,,,2.131947,,2.506943,,3.538197
05-06-2026 02:33,,,2.074364,,2.303383,,3.538197
05-06-2026 02:38,,,1.959202,,1.983509,,3.538197
05-06-2026 02:43,,,1.757668,,1.634552,,3.515625
05-06-2026 02:48,,,1.815247,,1.518227,,3.425346
05-06-2026 02:53,,,1.959202,,1.518227,,3.357639
05-06-2026 02:58,,,2.04557,,2.256943,,3.222225
05-06-2026 03:03,,,2.04557,,2.054398,,3.109375
05-06-2026 03:08,,,2.04557,,1.93866,,3.109375
05-06-2026 03:13,,,2.074364,,2.025459,,3.199654
05-06-2026 03:18,,,2.131947,,2.459492,,3.199654
05-06-2026 03:23,,,2.04557,,2.459492,,3.267365
05-06-2026 03:28,,,2.04557,,2.604168,,3.335068
05-06-2026 03:33,,,2.131947,,2.922451,,3.425346
05-06-2026 03:38,,,2.218315,,2.806709,,3.515625
05-06-2026 03:43,,,2.333481,,3.125,,3.515625
05-06-2026 03:48,,,2.247108,,3.009258,,3.515625
05-06-2026 03:53,,,2.247108,,3.125,,3.6059
05-06-2026 03:58,,,2.189526,,2.922451,,3.6059
05-06-2026 04:03,,,2.074364,,2.48843,,3.628471
05-06-2026 04:08,,,2.016785,,2.170139,,3.6059
05-06-2026 04:13,,,1.872829,,2.141201,,3.71875
05-06-2026 04:18,,,1.642506,,2.025459,,3.786461
05-06-2026 04:23,,,1.584923,,2.141201,,3.87674
05-06-2026 04:28,,,1.728878,,2.57523,,3.763889
05-06-2026 04:33,,,1.872829,,2.806709,,3.786461
05-06-2026 04:38,,,2.016785,,3.125,,3.809029
05-06-2026 04:43,,,2.04557,,3.26968,,3.854168
05-06-2026 04:48,,,1.987991,,3.153938,,3.967014
05-06-2026 04:53,,,2.103153,,3.67477,,4.034721
05-06-2026 04:58,,,2.074364,,3.443291,,4.102432
05-06-2026 05:03,,,2.04557,,3.67477,,4.102432
05-06-2026 05:08,,,2.103153,,3.790508,,4.102432
05-06-2026 05:13,,,2.016785,,3.67477,,4.102432
05-06-2026 05:18,,,2.103153,,3.90625,,4.215275
05-06-2026 05:23,,,2.189526,,3.790508,,4.192707
05-06-2026 05:28,,,2.074364,,4.108799,,4.192707
05-06-2026 05:33,,,1.987991,,4.224541,,4.282986
05-06-2026 05:38,,,1.872829,,4.658562,,4.282986
05-06-2026 05:43,,,1.987991,,4.369209,,4.282986
05-06-2026 05:48,,,2.160732,,4.340279,,4.395836
05-06-2026 05:53,,,2.04557,,4.021992,,4.373264
05-06-2026 05:58,,,1.959202,,4.108799,,4.373264
05-06-2026 06:03,,,2.131947,,4.54282,,4.440975
05-06-2026 06:08,,,2.189526,,4.774307,,4.440975
05-06-2026 06:13,,,2.275894,,4.658562,,4.373264
05-06-2026 06:18,,,2.563805,,4.45602,,4.350697
05-06-2026 06:23,,,2.59259,,3.90625,,4.215275
05-06-2026 06:28,,,2.621384,,3.495663,,3.419559
05-06-2026 06:33,,,2.650173,,3.292099,,2.579136
05-06-2026 06:38,,,2.851707,,3.379341,,1.557003
05-06-2026 06:43,,,2.90929,,3.175781,,2.990452
05-06-2026 06:48,,,2.938076,,3.263023,,3.237125
05-06-2026 06:53,,,3.082031,,3.175781,,3.573494
05-06-2026 06:58,,,3.197193,,2.8559,,3.820168
05-06-2026 07:03,,,3.053238,,2.506943,,3.977142
05-06-2026 07:08,,,3.110825,,2.303383,,4.134113
05-06-2026 07:13,,,2.966869,,2.070744,,4.313511
05-06-2026 07:18,,,2.851707,,1.75087,,4.403214
05-06-2026 07:23,,,2.851707,,1.518227,,3.696178
05-06-2026 07:28,,,2.822914,,1.401909,,3.696178
05-06-2026 07:33,,,2.678967,,1.285587,,3.87674
05-06-2026 07:38,,,2.621384,,1.082035,,3.87674
05-06-2026 07:43,,,2.707752,,1.518227,,3.199654
05-06-2026 07:48,,,3.024452,,1.838108,,2.048615
05-06-2026 07:53,,,3.629051,,2.390625,,2.702839
05-06-2026 07:58,,,3.945747,,2.739582,,2.301792
05-06-2026 08:03,,,4.032116,,2.623264,,2.056713
05-06-2026 08:08,,,4.032116,,2.187065,,2.034431
05-06-2026 08:13,,,3.916954,,2.187065,,2.101276
05-06-2026 08:18,,,3.830582,,2.070744,,2.056713
05-06-2026 08:23,,,3.801796,,2.216148,,2.034431
05-06-2026 08:28,,,3.657841,,1.954426,,2.257233
05-06-2026 08:33,,,3.773003,,2.070744,,2.257233
05-06-2026 08:38,,,3.830582,,2.070744,,2.012154
05-06-2026 08:43,,,3.830582,,2.477867,,2.034431
05-06-2026 08:48,,,3.298611,,2.187065,,1.70023
05-06-2026 08:53,,,3.327549,,2.826824,,1.917965
05-06-2026 08:58,,,3.414352,,2.390625,,1.67448
05-06-2026 09:03,,,3.587959,,2.710506,,1.519531
05-06-2026 09:08,,,3.616898,,2.943142,,1.032555
05-06-2026 09:13,,,3.50116,,2.826824,,2.479164
05-06-2026 09:18,,,3.472221,,2.506943,,2.479164
05-06-2026 09:23,,,3.414352,,2.448784,,2.653934
05-06-2026 09:28,,,3.645832,,2.390625,,2.632088
05-06-2026 09:33,,,3.964119,,2.826824,,2.391781
05-06-2026 09:38,,,4.166668,,3.379341,,2.151478
05-06-2026 09:43,,,4.253471,,3.815536,,1.758247
05-06-2026 09:48,,,3.964119,,3.728298,,1.605328
05-06-2026 09:53,,,3.790508,,3.408421,,1.583477
05-06-2026 09:58,,,3.732639,,2.8559,,1.67086
05-06-2026 10:03,,,3.732639,,2.8559,,1.67086
05-06-2026 10:08,,,3.732639,,2.506943,,1.517941
05-06-2026 10:13,,,3.67477,,2.187065,,1.34317
05-06-2026 10:18,,,3.53009,,2.012585,,2.170139
05-06-2026 10:23,,,3.298611,,1.75087,,2.235241
05-06-2026 10:28,,,3.182869,,1.838108,,2.539063
05-06-2026 10:33,,,3.443291,,1.954426,,2.647572
05-06-2026 10:38,,,3.67477,,2.710506,,2.408852
05-06-2026 10:43,,,3.53009,,2.303383,,2.322048
05-06-2026 10:48,,,3.35648,,2.187065,,2.495659
05-06-2026 10:53,,,3.125,,2.303383,,2.647572
05-06-2026 10:58,,,3.009258,,2.390625,,2.79948
05-06-2026 11:03,,,2.777779,,2.390625,,3.125
05-06-2026 11:08,,,2.633102,,2.390625,,3.385418
05-06-2026 11:13,,,2.430557,,2.390625,,3.602432
05-06-2026 11:18,,,2.314812,,2.390625,,3.537327
05-06-2026 11:23,,,2.228008,,2.187065,,3.927952
05-06-2026 11:28,,,2.401619,,2.274307,,4.166664
05-06-2026 11:33,,,2.690971,,2.303383,,4.166664
05-06-2026 11:38,,,2.98032,,2.623264,,4.340275
05-06-2026 11:43,,,3.35648,,3.263023,,3.993053
05-06-2026 11:48,,,3.732639,,3.84462,,3.776043
05-06-2026 11:53,,,3.964119,,3.931854,,3.689236
05-06-2026 11:58,,,3.964119,,3.524738,,3.689236
05-06-2026 12:03,,,3.90625,,3.495663,,3.993053
05-06-2026 12:08,,,4.079861,,3.84462,,4.014759
05-06-2026 12:13,,,4.021992,,3.84462,,4.036457
05-06-2026 12:18,,,3.90625,,3.61198,,4.014759
05-06-2026 12:23,,,3.877312,,3.728298,,4.18837
05-06-2026 12:28,,,4.05093,,3.84462,,3.862846
05-06-2026 12:33,,,3.935188,,3.84462,,3.949654
05-06-2026 12:38,,,3.790508,,3.61198,,3.710938
05-06-2026 12:43,,,3.703701,,3.292099,,3.689236
05-06-2026 12:48,,,3.443291,,2.972221,,3.776043
05-06-2026 12:53,,,3.298611,,3.292099,,3.927952
05-06-2026 12:58,,,3.443291,,3.379341,,3.927952
05-06-2026 13:03,,,3.414352,,3.728298,,3.776043
05-06-2026 13:08,,,3.35648,,3.699215,,3.537327
05-06-2026 13:13,,,3.240742,,3.84462,,3.62413
05-06-2026 13:18,,,3.038193,,3.728298,,3.776043
05-06-2026 13:23,,,2.806709,,3.495663,,3.776043
05-06-2026 13:28,,,2.71991,,3.61198,,3.862846
05-06-2026 13:33,,,2.835648,,3.408421,,4.014759
05-06-2026 13:38,,,2.74884,,3.292099,,4.18837
05-06-2026 13:43,,,2.71991,,3.292099,,4.427082
05-06-2026 13:48,,,2.777779,,3.059464,,4.492188
05-06-2026 13:53,,,2.777779,,2.739582,,4.817711
05-06-2026 13:58,,,2.835648,,2.506943,,4.839409
05-06-2026 14:03,,,2.806709,,2.303383,,5.078125
05-06-2026 14:08,,,3.096062,,2.506943,,3.85648
05-06-2026 14:13,,,3.327549,,3.059464,,3.482639
05-06-2026 14:18,,,3.443291,,3.175781,,3.570602
05-06-2026 14:23,,,3.53009,,2.943142,,3.570602
05-06-2026 14:28,,,3.472221,,2.506943,,3.8125
05-06-2026 14:33,,,3.76157,,2.739582,,3.790508
05-06-2026 14:38,,,3.964119,,3.001305,,3.482639
05-06-2026 14:43,,,3.935188,,2.623264,,3.636574
05-06-2026 14:48,,,3.877312,,2.623264,,3.636574
05-06-2026 14:53,,,4.108799,,3.175781,,3.790508
05-06-2026 14:58,,,4.253471,,3.495663,,3.152775
05-06-2026 15:03,,,4.108799,,3.379341,,3.086807
05-06-2026 15:08,,,3.993057,,3.292099,,2.888889
05-06-2026 15:13,,,3.964119,,3.088539,,2.976852
05-06-2026 15:18,,,3.877312,,2.8559,,3.130787
05-06-2026 15:23,,,3.790508,,2.739582,,3.152775
05-06-2026 15:28,,,3.790508,,2.623264,,3.306713
05-06-2026 15:33,,,3.616898,,2.826824,,3.152775
05-06-2026 15:38,,,3.327549,,2.390625,,3.152775
05-06-2026 15:43,,,3.125,,2.187065,,3.21875
05-06-2026 15:48,,,2.922451,,2.070744,,3.548611
05-06-2026 15:53,,,3.067131,,2.187065,,3.548611
05-06-2026 15:58,,,3.182869,,2.710506,,3.064812
05-06-2026 16:03,,,3.096062,,2.390625,,2.822918
05-06-2026 16:08,,,2.835648,,2.070744,,2.822918
05-06-2026 16:13,,,2.89352,,2.303383,,2.822918
05-06-2026 16:18,,,2.835648,,2.623264,,2.646992
05-06-2026 16:23,,,2.604168,,2.390625,,2.734955
05-06-2026 16:28,,,2.71991,,2.710506,,2.800926
05-06-2026 16:33,,,2.89352,,2.943142,,2.405094
05-06-2026 16:38,,,2.922451,,2.943142,,2.163193
05-06-2026 16:43,,,3.067131,,2.623264,,1.98727
05-06-2026 16:48,,,3.125,,2.303383,,2.251156
05-06-2026 16:53,,,2.98032,,1.954426,,2.317131
05-06-2026 16:58,,,3.211807,,1.838108,,2.405094
05-06-2026 17:03,,,3.182869,,1.954426,,2.251156
05-06-2026 17:08,,,2.951389,,1.838108,,2.317131
05-06-2026 17:13,,,2.89352,,1.634552,,2.251156
05-06-2026 17:18,,,3.009258,,2.372688,,2.317131
05-06-2026 17:23,,,3.067131,,2.71991,,1.98727
05-06-2026 17:28,,,2.98032,,2.806709,,2.07523
05-06-2026 17:33,,,3.009258,,2.806709,,2.141205
05-06-2026 17:38,,,3.067131,,2.922451,,2.317131
05-06-2026 17:43,,,3.125,,2.922451,,2.317131
05-06-2026 17:48,,,2.98032,,3.009258,,2.58102
05-06-2026 17:53,,,2.89352,,3.038193,,2.646992
05-06-2026 17:58,,,2.806709,,2.951389,,2.800926
05-06-2026 18:03,,,2.690971,,2.806709,,2.976852
05-06-2026 18:08,,,2.662041,,2.690971,,3.130787
05-06-2026 18:13,,,2.835648,,2.922451,,3.152775
05-06-2026 18:18,,,2.951389,,3.125,,3.152775
05-06-2026 18:23,,,2.835648,,2.922451,,3.790508
05-06-2026 18:28,,,2.604168,,2.690971,,4.274307
05-06-2026 18:33,,,2.517361,,2.57523,,4.626156
05-06-2026 18:38,,,2.372688,,2.372688,,4.758102
05-06-2026 18:43,,,2.34375,,2.372688,,4.846062
05-06-2026 18:48,,,2.401619,,2.459492,,4.934025
05-06-2026 18:53,,,2.57523,,2.806709,,4.934025
05-06-2026 18:58,,,2.517361,,2.690971,,4.95602
05-06-2026 19:03,,,2.34375,,2.459492,,3.057724
05-06-2026 19:08,,,2.228008,,2.256943,,3.147427
05-06-2026 19:13,,,2.025459,,2.025459,,3.237125
05-06-2026 19:18,,,1.851852,,1.822918,,3.304398
05-06-2026 19:23,,,1.909721,,1.70718,,3.237125
05-06-2026 19:28,,,1.93866,,1.909721,,3.214699
05-06-2026 19:33,,,2.083332,,2.141201,,3.237125
05-06-2026 19:38,,,2.083332,,2.228008,,3.326824
05-06-2026 19:43,,,1.880791,,2.025459,,3.394096
05-06-2026 19:48,,,1.736111,,1.70718,,3.483795
